Auswertung,TabZeileNeu,TabZeile,aktJahr,Schuljahr,Stichdatum,GdeNr,GemeindeGde,Gemeinde,VerwaltungskreisNr,Verwaltungskreis,SchuleNr,Schule,TrägerNr,Träger,USpracheNr,Unterrichtssprache,BildungsstufeNr,Bildungsstufe,SchultypNr,Schultyp,Anzahl_Schueler,Anzahl_Frauen,Anzahl_Ausl,Anzahl_Fremdspr,Bezeichungen_fr,GemeindeGde_fr,Gemeinde_fr,Verwaltungskreis_fr,Schule_fr,Traeger_fr,Unterrichtssprache_fr,Bildungsstufe_fr,Schultyp_fr,lat,lng
4,31,4,2012,2012/13,15.09.2012,606,Gemeinde Brenzikofen,Brenzikofen,246,Verwaltungskreis Bern-Mittelland,10606,Brenzikofen,,-,,-,10000,Total Gemeinde,,-,56,27,0,3,franz. Bezeichnungen:,Commune de Brenzikofen,Brenzikofen,Arrondissement administratif Berne-Mittelland,Total commune de Brenzikofen selon degré d'enseignement,-,-,Total de la commune,-,46.8177,7.61393
3,32,3,2012,2012/13,15.09.2012,606,Gemeinde Brenzikofen,Brenzikofen,246,Verwaltungskreis Bern-Mittelland,10606,Brenzikofen,,-,180,Deutsch,10002,Primarstufe,,-,34,14,0,3,franz. Bezeichnungen:,Commune de Brenzikofen,Brenzikofen,Arrondissement administratif Berne-Mittelland,Total commune de Brenzikofen selon degré d'enseignement,-,allemand,Degré primaire,-,46.8177,7.61393
3,32,3,2012,2012/13,15.09.2012,606,Gemeinde Brenzikofen,Brenzikofen,246,Verwaltungskreis Bern-Mittelland,10606,Brenzikofen,,-,180,Deutsch,10003,Sekundarstufe I,,-,22,13,0,0,franz. Bezeichnungen:,Commune de Brenzikofen,Brenzikofen,Arrondissement administratif Berne-Mittelland,Total commune de Brenzikofen selon degré d'enseignement,-,allemand,Degré secondaire I,-,46.8177,7.61393
2,41,2,2012,2012/13,15.09.2012,606,Gemeinde Brenzikofen,Brenzikofen,246,Verwaltungskreis Bern-Mittelland,375,Primar-/Realschule Brenzikofen,22,Öffentliche Schule,,-,10000,Total Schule,,-,56,27,0,3,franz. Bezeichnungen:,Commune de Brenzikofen,Brenzikofen,Arrondissement administratif Berne-Mittelland,Primar-/Realschule Brenzikofen,École publique,-,Total école,-,46.81820832,7.614311894
1,42,1,2012,2012/13,15.09.2012,606,Gemeinde Brenzikofen,Brenzikofen,246,Verwaltungskreis Bern-Mittelland,375,Primar-/Realschule Brenzikofen,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,34,14,0,3,franz. Bezeichnungen:,Commune de Brenzikofen,Brenzikofen,Arrondissement administratif Berne-Mittelland,Primar-/Realschule Brenzikofen,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.81820832,7.614311894
1,42,1,2012,2012/13,15.09.2012,606,Gemeinde Brenzikofen,Brenzikofen,246,Verwaltungskreis Bern-Mittelland,375,Primar-/Realschule Brenzikofen,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",22,13,0,0,franz. Bezeichnungen:,Commune de Brenzikofen,Brenzikofen,Arrondissement administratif Berne-Mittelland,Primar-/Realschule Brenzikofen,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",46.81820832,7.614311894
4,31,4,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,10573,Brienz (BE),,-,,-,10000,Total Gemeinde,,-,346,170,27,28,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Total commune de Brienz (BE) selon degré d'enseignement,-,-,Total de la commune,-,46.7566386,8.0299093
3,32,3,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,10573,Brienz (BE),,-,180,Deutsch,10001,Vorschulstufe,,-,49,26,4,4,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Total commune de Brienz (BE) selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.7566386,8.0299093
3,32,3,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,10573,Brienz (BE),,-,180,Deutsch,10002,Primarstufe,,-,169,89,15,16,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Total commune de Brienz (BE) selon degré d'enseignement,-,allemand,Degré primaire,-,46.7566386,8.0299093
3,32,3,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,10573,Brienz (BE),,-,180,Deutsch,10003,Sekundarstufe I,,-,128,55,8,8,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Total commune de Brienz (BE) selon degré d'enseignement,-,allemand,Degré secondaire I,-,46.7566386,8.0299093
2,41,2,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,1099,Kindergarten Dorf Brienz,22,Öffentliche Schule,,-,10000,Total Schule,,-,24,11,4,4,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Kindergarten Dorf Brienz,École publique,-,Total école,-,46.75595266,8.031357281
1,42,1,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,1099,Kindergarten Dorf Brienz,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,24,11,4,4,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Kindergarten Dorf Brienz,École publique,allemand,Degré préscolaire,Degré préscolaire,46.75595266,8.031357281
2,41,2,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,1100,Kindergarten Kienholz,22,Öffentliche Schule,,-,10000,Total Schule,,-,15,9,0,0,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Kindergarten Kienholz,École publique,-,Total école,-,46.75292238,8.055905656
1,42,1,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,1100,Kindergarten Kienholz,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,15,9,0,0,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Kindergarten Kienholz,École publique,allemand,Degré préscolaire,Degré préscolaire,46.75292238,8.055905656
2,41,2,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,51,Primarschule Kienholz,22,Öffentliche Schule,,-,10000,Total Schule,,-,87,48,5,6,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Primarschule Kienholz,École publique,-,Total école,-,46.74978537,8.056336921
1,42,1,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,51,Primarschule Kienholz,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,87,48,5,6,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Primarschule Kienholz,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.74978537,8.056336921
2,41,2,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,50,Primarschule Dorf Brienz,22,Öffentliche Schule,,-,10000,Total Schule,,-,92,47,10,10,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Primarschule Dorf Brienz,École publique,-,Total école,-,46.75587396,8.032439408
1,42,1,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,50,Primarschule Dorf Brienz,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,10,6,0,0,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Primarschule Dorf Brienz,École publique,allemand,Degré préscolaire,Degré préscolaire,46.75587396,8.032439408
1,42,1,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,50,Primarschule Dorf Brienz,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,82,41,10,10,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Primarschule Dorf Brienz,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.75587396,8.032439408
2,41,2,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,2343,Schule Sekundarstufe I Dorf,22,Öffentliche Schule,,-,10000,Total Schule,,-,128,55,8,8,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Schule Sekundarstufe I Dorf,École publique,-,Total école,-,46.75593495,8.032361057
1,42,1,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,2343,Schule Sekundarstufe I Dorf,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",37,14,3,4,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Schule Sekundarstufe I Dorf,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",46.75593495,8.032361057
1,42,1,2012,2012/13,15.09.2012,573,Gemeinde Brienz (BE),Brienz (BE),250,Verwaltungskreis Interlaken-Oberhasli,2343,Schule Sekundarstufe I Dorf,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20031,Sekundarklassen und spezielle Sekundarklassen,91,41,5,4,franz. Bezeichnungen:,Commune de Brienz (BE),Brienz (BE),Arrondissement administratif Interlaken-Oberhasli,Schule Sekundarstufe I Dorf,École publique,allemand,Degré secondaire I,Classes secondaires (sections m et p),46.75593495,8.032361057
4,31,4,2012,2012/13,15.09.2012,574,Gemeinde Brienzwiler,Brienzwiler,250,Verwaltungskreis Interlaken-Oberhasli,10574,Brienzwiler,,-,,-,10000,Total Gemeinde,,-,52,25,1,1,franz. Bezeichnungen:,Commune de Brienzwiler,Brienzwiler,Arrondissement administratif Interlaken-Oberhasli,Total commune de Brienzwiler selon degré d'enseignement,-,-,Total de la commune,-,46.75066,8.10072
3,32,3,2012,2012/13,15.09.2012,574,Gemeinde Brienzwiler,Brienzwiler,250,Verwaltungskreis Interlaken-Oberhasli,10574,Brienzwiler,,-,180,Deutsch,10001,Vorschulstufe,,-,19,7,0,0,franz. Bezeichnungen:,Commune de Brienzwiler,Brienzwiler,Arrondissement administratif Interlaken-Oberhasli,Total commune de Brienzwiler selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.75066,8.10072
3,32,3,2012,2012/13,15.09.2012,574,Gemeinde Brienzwiler,Brienzwiler,250,Verwaltungskreis Interlaken-Oberhasli,10574,Brienzwiler,,-,180,Deutsch,10002,Primarstufe,,-,33,18,1,1,franz. Bezeichnungen:,Commune de Brienzwiler,Brienzwiler,Arrondissement administratif Interlaken-Oberhasli,Total commune de Brienzwiler selon degré d'enseignement,-,allemand,Degré primaire,-,46.75066,8.10072
2,41,2,2012,2012/13,15.09.2012,574,Gemeinde Brienzwiler,Brienzwiler,250,Verwaltungskreis Interlaken-Oberhasli,2722,Kindergarten Brienzwiler,22,Öffentliche Schule,,-,10000,Total Schule,,-,19,7,0,0,franz. Bezeichnungen:,Commune de Brienzwiler,Brienzwiler,Arrondissement administratif Interlaken-Oberhasli,Kindergarten Brienzwiler,École publique,-,Total école,-,46.75180274,8.09896292
1,42,1,2012,2012/13,15.09.2012,574,Gemeinde Brienzwiler,Brienzwiler,250,Verwaltungskreis Interlaken-Oberhasli,2722,Kindergarten Brienzwiler,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,19,7,0,0,franz. Bezeichnungen:,Commune de Brienzwiler,Brienzwiler,Arrondissement administratif Interlaken-Oberhasli,Kindergarten Brienzwiler,École publique,allemand,Degré préscolaire,Degré préscolaire,46.75180274,8.09896292
2,41,2,2012,2012/13,15.09.2012,574,Gemeinde Brienzwiler,Brienzwiler,250,Verwaltungskreis Interlaken-Oberhasli,2720,Primarschule Brienzwiler,22,Öffentliche Schule,,-,10000,Total Schule,,-,33,18,1,1,franz. Bezeichnungen:,Commune de Brienzwiler,Brienzwiler,Arrondissement administratif Interlaken-Oberhasli,Primarschule Brienzwiler,École publique,-,Total école,-,46.74991139,8.098608286
1,42,1,2012,2012/13,15.09.2012,574,Gemeinde Brienzwiler,Brienzwiler,250,Verwaltungskreis Interlaken-Oberhasli,2720,Primarschule Brienzwiler,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,33,18,1,1,franz. Bezeichnungen:,Commune de Brienzwiler,Brienzwiler,Arrondissement administratif Interlaken-Oberhasli,Primarschule Brienzwiler,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.74991139,8.098608286
4,31,4,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,10733,Brügg,,-,,-,10000,Total Gemeinde,,-,404,211,120,175,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Total commune de Brügg selon degré d'enseignement,-,-,Total de la commune,-,47.1239,7.28291
3,32,3,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,10733,Brügg,,-,180,Deutsch,10001,Vorschulstufe,,-,76,46,23,39,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Total commune de Brügg selon degré d'enseignement,-,allemand,Degré préscolaire,-,47.1239,7.28291
3,32,3,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,10733,Brügg,,-,180,Deutsch,10002,Primarstufe,,-,220,116,66,92,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Total commune de Brügg selon degré d'enseignement,-,allemand,Degré primaire,-,47.1239,7.28291
3,32,3,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,10733,Brügg,,-,180,Deutsch,10003,Sekundarstufe I,,-,108,49,31,44,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Total commune de Brügg selon degré d'enseignement,-,allemand,Degré secondaire I,-,47.1239,7.28291
2,41,2,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,2582,Kindergarten Bielstrasse,22,Öffentliche Schule,,-,10000,Total Schule,,-,20,12,6,8,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Kindergarten Bielstrasse,École publique,-,Total école,-,47.1239,7.28291
1,42,1,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,2582,Kindergarten Bielstrasse,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,20,12,6,8,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Kindergarten Bielstrasse,École publique,allemand,Degré préscolaire,Degré préscolaire,47.1239,7.28291
2,41,2,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,2584,Kindergarten Obergasse,22,Öffentliche Schule,,-,10000,Total Schule,,-,20,11,3,7,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Kindergarten Obergasse,École publique,-,Total école,-,47.1239,7.28291
1,42,1,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,2584,Kindergarten Obergasse,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,20,11,3,7,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Kindergarten Obergasse,École publique,allemand,Degré préscolaire,Degré préscolaire,47.1239,7.28291
2,41,2,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,2581,Kindergarten Pfeid I,22,Öffentliche Schule,,-,10000,Total Schule,,-,18,12,7,12,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Kindergarten Pfeid I,École publique,-,Total école,-,47.1239,7.28291
1,42,1,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,2581,Kindergarten Pfeid I,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,18,12,7,12,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Kindergarten Pfeid I,École publique,allemand,Degré préscolaire,Degré préscolaire,47.1239,7.28291
2,41,2,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,2585,Kindergarten Pfeid II,22,Öffentliche Schule,,-,10000,Total Schule,,-,18,11,7,12,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Kindergarten Pfeid II,École publique,-,Total école,-,47.1239,7.28291
1,42,1,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,2585,Kindergarten Pfeid II,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,18,11,7,12,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Kindergarten Pfeid II,École publique,allemand,Degré préscolaire,Degré préscolaire,47.1239,7.28291
2,41,2,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,2583,Kanalschulhaus,22,Öffentliche Schule,,-,10000,Total Schule,,-,50,26,13,22,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Kanalschulhaus,École publique,-,Total école,-,47.1239,7.28291
2,41,2,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,2586,Kanalschulhaus,22,Öffentliche Schule,,-,10000,Total Schule,,-,19,9,8,10,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Kanalschulhaus,École publique,-,Total école,-,47.1239,7.28291
1,42,1,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,2583,Kanalschulhaus,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,50,26,13,22,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Kanalschulhaus,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.1239,7.28291
1,42,1,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,2586,Kanalschulhaus,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20032,Besondere Klassen Primarstufe,19,9,8,10,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Kanalschulhaus,École publique,allemand,Degré primaire,Classes spéciales degré primaire,47.1239,7.28291
2,41,2,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,666,Schulhäuser Bärletareal,22,Öffentliche Schule,,-,10000,Total Schule,,-,259,130,76,104,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Schulhäuser Bärletareal,École publique,-,Total école,-,47.1239,7.28291
1,42,1,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,666,Schulhäuser Bärletareal,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,151,81,45,60,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Schulhäuser Bärletareal,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.1239,7.28291
1,42,1,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,666,Schulhäuser Bärletareal,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",53,22,21,30,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Schulhäuser Bärletareal,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",47.1239,7.28291
1,42,1,2012,2012/13,15.09.2012,733,Gemeinde Brügg,Brügg,242,Verwaltungskreis Biel/Bienne,666,Schulhäuser Bärletareal,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20031,Sekundarklassen und spezielle Sekundarklassen,55,27,10,14,franz. Bezeichnungen:,Commune de Brügg,Brügg,Arrondissement administratif Biel/Bienne,Schulhäuser Bärletareal,École publique,allemand,Degré secondaire I,Classes secondaires (sections m et p),47.1239,7.28291
4,31,4,2012,2012/13,15.09.2012,491,Gemeinde Brüttelen,Brüttelen,243,Verwaltungskreis Seeland,10491,Brüttelen,,-,,-,10000,Total Gemeinde,,-,52,23,8,8,franz. Bezeichnungen:,Commune de Brüttelen,Brüttelen,Arrondissement administratif Seeland,Total commune de Brüttelen selon degré d'enseignement,-,-,Total de la commune,-,47.0219331,7.1478254
