Auswertung,TabZeileNeu,TabZeile,aktJahr,Schuljahr,Stichdatum,GdeNr,GemeindeGde,Gemeinde,VerwaltungskreisNr,Verwaltungskreis,SchuleNr,Schule,TrägerNr,Träger,USpracheNr,Unterrichtssprache,BildungsstufeNr,Bildungsstufe,SchultypNr,Schultyp,Anzahl_Schueler,Anzahl_Frauen,Anzahl_Ausl,Anzahl_Fremdspr,Bezeichungen_fr,GemeindeGde_fr,Gemeinde_fr,Verwaltungskreis_fr,Schule_fr,Traeger_fr,Unterrichtssprache_fr,Bildungsstufe_fr,Schultyp_fr,lat,lng
1,42,1,2012,2012/13,15.09.2012,352,Gemeinde Bolligen,Bolligen,246,Verwaltungskreis Bern-Mittelland,1089,Kindergarten Stegackerweg,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,22,10,1,1,franz. Bezeichnungen:,Commune de Bolligen,Bolligen,Arrondissement administratif Berne-Mittelland,Kindergarten Stegackerweg,École publique,allemand,Degré préscolaire,Degré préscolaire,46.97495033,7.501119565
2,41,2,2012,2012/13,15.09.2012,352,Gemeinde Bolligen,Bolligen,246,Verwaltungskreis Bern-Mittelland,253,Primarschule Ferenberg,22,Öffentliche Schule,,-,10000,Total Schule,,-,31,11,5,6,franz. Bezeichnungen:,Commune de Bolligen,Bolligen,Arrondissement administratif Berne-Mittelland,Primarschule Ferenberg,École publique,-,Total école,-,46.97032048,7.536347636
1,42,1,2012,2012/13,15.09.2012,352,Gemeinde Bolligen,Bolligen,246,Verwaltungskreis Bern-Mittelland,253,Primarschule Ferenberg,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,31,11,5,6,franz. Bezeichnungen:,Commune de Bolligen,Bolligen,Arrondissement administratif Berne-Mittelland,Primarschule Ferenberg,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.97032048,7.536347636
2,41,2,2012,2012/13,15.09.2012,352,Gemeinde Bolligen,Bolligen,246,Verwaltungskreis Bern-Mittelland,251,Primarschule Lutertal,22,Öffentliche Schule,,-,10000,Total Schule,,-,157,78,9,8,franz. Bezeichnungen:,Commune de Bolligen,Bolligen,Arrondissement administratif Berne-Mittelland,Primarschule Lutertal,École publique,-,Total école,-,46.97869959,7.494581718
1,42,1,2012,2012/13,15.09.2012,352,Gemeinde Bolligen,Bolligen,246,Verwaltungskreis Bern-Mittelland,251,Primarschule Lutertal,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,157,78,9,8,franz. Bezeichnungen:,Commune de Bolligen,Bolligen,Arrondissement administratif Berne-Mittelland,Primarschule Lutertal,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.97869959,7.494581718
2,41,2,2012,2012/13,15.09.2012,352,Gemeinde Bolligen,Bolligen,246,Verwaltungskreis Bern-Mittelland,250,Schulhaus Flugbrunnenstrasse,22,Öffentliche Schule,,-,10000,Total Schule,,-,155,78,9,13,franz. Bezeichnungen:,Commune de Bolligen,Bolligen,Arrondissement administratif Berne-Mittelland,Schulhaus Flugbrunnenstrasse,École publique,-,Total école,-,46.97403128,7.499735999
1,42,1,2012,2012/13,15.09.2012,352,Gemeinde Bolligen,Bolligen,246,Verwaltungskreis Bern-Mittelland,250,Schulhaus Flugbrunnenstrasse,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,19,9,2,3,franz. Bezeichnungen:,Commune de Bolligen,Bolligen,Arrondissement administratif Berne-Mittelland,Schulhaus Flugbrunnenstrasse,École publique,allemand,Degré préscolaire,Degré préscolaire,46.97403128,7.499735999
1,42,1,2012,2012/13,15.09.2012,352,Gemeinde Bolligen,Bolligen,246,Verwaltungskreis Bern-Mittelland,250,Schulhaus Flugbrunnenstrasse,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,136,69,7,10,franz. Bezeichnungen:,Commune de Bolligen,Bolligen,Arrondissement administratif Berne-Mittelland,Schulhaus Flugbrunnenstrasse,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.97403128,7.499735999
2,41,2,2012,2012/13,15.09.2012,352,Gemeinde Bolligen,Bolligen,246,Verwaltungskreis Bern-Mittelland,1990,Kantonale Beobachtungsstation Bolligen,22,Öffentliche Schule,,-,10000,Total Schule,,-,6,0,4,3,franz. Bezeichnungen:,Commune de Bolligen,Bolligen,Arrondissement administratif Berne-Mittelland,Kantonale Beobachtungsstation Bolligen,École publique,-,Total école,-,46.975195,7.4974068
1,42,1,2012,2012/13,15.09.2012,352,Gemeinde Bolligen,Bolligen,246,Verwaltungskreis Bern-Mittelland,1990,Kantonale Beobachtungsstation Bolligen,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",6,0,4,3,franz. Bezeichnungen:,Commune de Bolligen,Bolligen,Arrondissement administratif Berne-Mittelland,Kantonale Beobachtungsstation Bolligen,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",46.975195,7.4974068
2,41,2,2012,2012/13,15.09.2012,352,Gemeinde Bolligen,Bolligen,246,Verwaltungskreis Bern-Mittelland,787,Oberstufenzentrum Eisengasse Bolligen,22,Öffentliche Schule,,-,10000,Total Schule,,-,223,116,16,12,franz. Bezeichnungen:,Commune de Bolligen,Bolligen,Arrondissement administratif Berne-Mittelland,Oberstufenzentrum Eisengasse Bolligen,École publique,-,Total école,-,46.97134749,7.495970572
1,42,1,2012,2012/13,15.09.2012,352,Gemeinde Bolligen,Bolligen,246,Verwaltungskreis Bern-Mittelland,787,Oberstufenzentrum Eisengasse Bolligen,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",35,18,8,7,franz. Bezeichnungen:,Commune de Bolligen,Bolligen,Arrondissement administratif Berne-Mittelland,Oberstufenzentrum Eisengasse Bolligen,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",46.97134749,7.495970572
1,42,1,2012,2012/13,15.09.2012,352,Gemeinde Bolligen,Bolligen,246,Verwaltungskreis Bern-Mittelland,787,Oberstufenzentrum Eisengasse Bolligen,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20031,Sekundarklassen und spezielle Sekundarklassen,188,98,8,5,franz. Bezeichnungen:,Commune de Bolligen,Bolligen,Arrondissement administratif Berne-Mittelland,Oberstufenzentrum Eisengasse Bolligen,École publique,allemand,Degré secondaire I,Classes secondaires (sections m et p),46.97134749,7.495970572
4,31,4,2012,2012/13,15.09.2012,791,Gemeinde Boltigen,Boltigen,248,Verwaltungskreis Obersimmental-Saanen,10791,Boltigen,,-,,-,10000,Total Gemeinde,,-,125,53,1,1,franz. Bezeichnungen:,Commune de Boltigen,Boltigen,Arrondissement administratif Haut-Simmental et Gessenay,Total commune de Boltigen selon degré d'enseignement,-,-,Total de la commune,-,46.62887,7.39022
3,32,3,2012,2012/13,15.09.2012,791,Gemeinde Boltigen,Boltigen,248,Verwaltungskreis Obersimmental-Saanen,10791,Boltigen,,-,180,Deutsch,10001,Vorschulstufe,,-,16,8,0,0,franz. Bezeichnungen:,Commune de Boltigen,Boltigen,Arrondissement administratif Haut-Simmental et Gessenay,Total commune de Boltigen selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.62887,7.39022
3,32,3,2012,2012/13,15.09.2012,791,Gemeinde Boltigen,Boltigen,248,Verwaltungskreis Obersimmental-Saanen,10791,Boltigen,,-,180,Deutsch,10002,Primarstufe,,-,64,21,0,0,franz. Bezeichnungen:,Commune de Boltigen,Boltigen,Arrondissement administratif Haut-Simmental et Gessenay,Total commune de Boltigen selon degré d'enseignement,-,allemand,Degré primaire,-,46.62887,7.39022
3,32,3,2012,2012/13,15.09.2012,791,Gemeinde Boltigen,Boltigen,248,Verwaltungskreis Obersimmental-Saanen,10791,Boltigen,,-,180,Deutsch,10003,Sekundarstufe I,,-,45,24,1,1,franz. Bezeichnungen:,Commune de Boltigen,Boltigen,Arrondissement administratif Haut-Simmental et Gessenay,Total commune de Boltigen selon degré d'enseignement,-,allemand,Degré secondaire I,-,46.62887,7.39022
2,41,2,2012,2012/13,15.09.2012,791,Gemeinde Boltigen,Boltigen,248,Verwaltungskreis Obersimmental-Saanen,2754,Schulhaus Boltigen,22,Öffentliche Schule,,-,10000,Total Schule,,-,37,14,0,0,franz. Bezeichnungen:,Commune de Boltigen,Boltigen,Arrondissement administratif Haut-Simmental et Gessenay,Schulhaus Boltigen,École publique,-,Total école,-,46.62887,7.39022
1,42,1,2012,2012/13,15.09.2012,791,Gemeinde Boltigen,Boltigen,248,Verwaltungskreis Obersimmental-Saanen,2754,Schulhaus Boltigen,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,16,8,0,0,franz. Bezeichnungen:,Commune de Boltigen,Boltigen,Arrondissement administratif Haut-Simmental et Gessenay,Schulhaus Boltigen,École publique,allemand,Degré préscolaire,Degré préscolaire,46.62887,7.39022
1,42,1,2012,2012/13,15.09.2012,791,Gemeinde Boltigen,Boltigen,248,Verwaltungskreis Obersimmental-Saanen,2754,Schulhaus Boltigen,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,21,6,0,0,franz. Bezeichnungen:,Commune de Boltigen,Boltigen,Arrondissement administratif Haut-Simmental et Gessenay,Schulhaus Boltigen,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.62887,7.39022
2,41,2,2012,2012/13,15.09.2012,791,Gemeinde Boltigen,Boltigen,248,Verwaltungskreis Obersimmental-Saanen,821,Schulhaus Reidenbach,22,Öffentliche Schule,,-,10000,Total Schule,,-,88,39,1,1,franz. Bezeichnungen:,Commune de Boltigen,Boltigen,Arrondissement administratif Haut-Simmental et Gessenay,Schulhaus Reidenbach,École publique,-,Total école,-,46.62156569,7.37791039
1,42,1,2012,2012/13,15.09.2012,791,Gemeinde Boltigen,Boltigen,248,Verwaltungskreis Obersimmental-Saanen,821,Schulhaus Reidenbach,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,43,15,0,0,franz. Bezeichnungen:,Commune de Boltigen,Boltigen,Arrondissement administratif Haut-Simmental et Gessenay,Schulhaus Reidenbach,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.62156569,7.37791039
1,42,1,2012,2012/13,15.09.2012,791,Gemeinde Boltigen,Boltigen,248,Verwaltungskreis Obersimmental-Saanen,821,Schulhaus Reidenbach,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",20,10,1,1,franz. Bezeichnungen:,Commune de Boltigen,Boltigen,Arrondissement administratif Haut-Simmental et Gessenay,Schulhaus Reidenbach,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",46.62156569,7.37791039
1,42,1,2012,2012/13,15.09.2012,791,Gemeinde Boltigen,Boltigen,248,Verwaltungskreis Obersimmental-Saanen,821,Schulhaus Reidenbach,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20031,Sekundarklassen und spezielle Sekundarklassen,25,14,0,0,franz. Bezeichnungen:,Commune de Boltigen,Boltigen,Arrondissement administratif Haut-Simmental et Gessenay,Schulhaus Reidenbach,École publique,allemand,Degré secondaire I,Classes secondaires (sections m et p),46.62156569,7.37791039
4,31,4,2012,2012/13,15.09.2012,572,Gemeinde Bönigen,Bönigen,250,Verwaltungskreis Interlaken-Oberhasli,10572,Bönigen,,-,,-,10000,Total Gemeinde,,-,218,102,9,7,franz. Bezeichnungen:,Commune de Bönigen,Bönigen,Arrondissement administratif Interlaken-Oberhasli,Total commune de Bönigen selon degré d'enseignement,-,-,Total de la commune,-,46.6863841,7.8953352
3,32,3,2012,2012/13,15.09.2012,572,Gemeinde Bönigen,Bönigen,250,Verwaltungskreis Interlaken-Oberhasli,10572,Bönigen,,-,180,Deutsch,10001,Vorschulstufe,,-,40,19,2,3,franz. Bezeichnungen:,Commune de Bönigen,Bönigen,Arrondissement administratif Interlaken-Oberhasli,Total commune de Bönigen selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.6863841,7.8953352
3,32,3,2012,2012/13,15.09.2012,572,Gemeinde Bönigen,Bönigen,250,Verwaltungskreis Interlaken-Oberhasli,10572,Bönigen,,-,180,Deutsch,10002,Primarstufe,,-,144,71,7,4,franz. Bezeichnungen:,Commune de Bönigen,Bönigen,Arrondissement administratif Interlaken-Oberhasli,Total commune de Bönigen selon degré d'enseignement,-,allemand,Degré primaire,-,46.6863841,7.8953352
3,32,3,2012,2012/13,15.09.2012,572,Gemeinde Bönigen,Bönigen,250,Verwaltungskreis Interlaken-Oberhasli,10572,Bönigen,,-,180,Deutsch,10003,Sekundarstufe I,,-,34,12,0,0,franz. Bezeichnungen:,Commune de Bönigen,Bönigen,Arrondissement administratif Interlaken-Oberhasli,Total commune de Bönigen selon degré d'enseignement,-,allemand,Degré secondaire I,-,46.6863841,7.8953352
2,41,2,2012,2012/13,15.09.2012,572,Gemeinde Bönigen,Bönigen,250,Verwaltungskreis Interlaken-Oberhasli,27,Kindergarten und Schule Bönigen,22,Öffentliche Schule,,-,10000,Total Schule,,-,218,102,9,7,franz. Bezeichnungen:,Commune de Bönigen,Bönigen,Arrondissement administratif Interlaken-Oberhasli,Kindergarten und Schule Bönigen,École publique,-,Total école,-,46.6863841,7.8953352
1,42,1,2012,2012/13,15.09.2012,572,Gemeinde Bönigen,Bönigen,250,Verwaltungskreis Interlaken-Oberhasli,27,Kindergarten und Schule Bönigen,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,40,19,2,3,franz. Bezeichnungen:,Commune de Bönigen,Bönigen,Arrondissement administratif Interlaken-Oberhasli,Kindergarten und Schule Bönigen,École publique,allemand,Degré préscolaire,Degré préscolaire,46.6863841,7.8953352
1,42,1,2012,2012/13,15.09.2012,572,Gemeinde Bönigen,Bönigen,250,Verwaltungskreis Interlaken-Oberhasli,27,Kindergarten und Schule Bönigen,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,144,71,7,4,franz. Bezeichnungen:,Commune de Bönigen,Bönigen,Arrondissement administratif Interlaken-Oberhasli,Kindergarten und Schule Bönigen,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.6863841,7.8953352
1,42,1,2012,2012/13,15.09.2012,572,Gemeinde Bönigen,Bönigen,250,Verwaltungskreis Interlaken-Oberhasli,27,Kindergarten und Schule Bönigen,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",34,12,0,0,franz. Bezeichnungen:,Commune de Bönigen,Bönigen,Arrondissement administratif Interlaken-Oberhasli,Kindergarten und Schule Bönigen,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",46.6863841,7.8953352
4,31,4,2012,2012/13,15.09.2012,605,Gemeinde Bowil,Bowil,246,Verwaltungskreis Bern-Mittelland,10605,Bowil,,-,,-,10000,Total Gemeinde,,-,126,68,0,1,franz. Bezeichnungen:,Commune de Bowil,Bowil,Arrondissement administratif Berne-Mittelland,Total commune de Bowil selon degré d'enseignement,-,-,Total de la commune,-,46.89299,7.69538
3,32,3,2012,2012/13,15.09.2012,605,Gemeinde Bowil,Bowil,246,Verwaltungskreis Bern-Mittelland,10605,Bowil,,-,180,Deutsch,10001,Vorschulstufe,,-,26,13,0,0,franz. Bezeichnungen:,Commune de Bowil,Bowil,Arrondissement administratif Berne-Mittelland,Total commune de Bowil selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.89299,7.69538
3,32,3,2012,2012/13,15.09.2012,605,Gemeinde Bowil,Bowil,246,Verwaltungskreis Bern-Mittelland,10605,Bowil,,-,180,Deutsch,10002,Primarstufe,,-,80,46,0,1,franz. Bezeichnungen:,Commune de Bowil,Bowil,Arrondissement administratif Berne-Mittelland,Total commune de Bowil selon degré d'enseignement,-,allemand,Degré primaire,-,46.89299,7.69538
3,32,3,2012,2012/13,15.09.2012,605,Gemeinde Bowil,Bowil,246,Verwaltungskreis Bern-Mittelland,10605,Bowil,,-,180,Deutsch,10003,Sekundarstufe I,,-,20,9,0,0,franz. Bezeichnungen:,Commune de Bowil,Bowil,Arrondissement administratif Berne-Mittelland,Total commune de Bowil selon degré d'enseignement,-,allemand,Degré secondaire I,-,46.89299,7.69538
2,41,2,2012,2012/13,15.09.2012,605,Gemeinde Bowil,Bowil,246,Verwaltungskreis Bern-Mittelland,382,Schule Dorf Bowil,22,Öffentliche Schule,,-,10000,Total Schule,,-,76,48,0,1,franz. Bezeichnungen:,Commune de Bowil,Bowil,Arrondissement administratif Berne-Mittelland,Schule Dorf Bowil,École publique,-,Total école,-,46.89320898,7.695001754
1,42,1,2012,2012/13,15.09.2012,605,Gemeinde Bowil,Bowil,246,Verwaltungskreis Bern-Mittelland,382,Schule Dorf Bowil,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,14,10,0,0,franz. Bezeichnungen:,Commune de Bowil,Bowil,Arrondissement administratif Berne-Mittelland,Schule Dorf Bowil,École publique,allemand,Degré préscolaire,Degré préscolaire,46.89320898,7.695001754
1,42,1,2012,2012/13,15.09.2012,605,Gemeinde Bowil,Bowil,246,Verwaltungskreis Bern-Mittelland,382,Schule Dorf Bowil,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,62,38,0,1,franz. Bezeichnungen:,Commune de Bowil,Bowil,Arrondissement administratif Berne-Mittelland,Schule Dorf Bowil,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.89320898,7.695001754
2,41,2,2012,2012/13,15.09.2012,605,Gemeinde Bowil,Bowil,246,Verwaltungskreis Bern-Mittelland,2681,Schule Hübeli,22,Öffentliche Schule,,-,10000,Total Schule,,-,50,20,0,0,franz. Bezeichnungen:,Commune de Bowil,Bowil,Arrondissement administratif Berne-Mittelland,Schule Hübeli,École publique,-,Total école,-,46.89299,7.69538
1,42,1,2012,2012/13,15.09.2012,605,Gemeinde Bowil,Bowil,246,Verwaltungskreis Bern-Mittelland,2681,Schule Hübeli,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,12,3,0,0,franz. Bezeichnungen:,Commune de Bowil,Bowil,Arrondissement administratif Berne-Mittelland,Schule Hübeli,École publique,allemand,Degré préscolaire,Degré préscolaire,46.89299,7.69538
1,42,1,2012,2012/13,15.09.2012,605,Gemeinde Bowil,Bowil,246,Verwaltungskreis Bern-Mittelland,2681,Schule Hübeli,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,18,8,0,0,franz. Bezeichnungen:,Commune de Bowil,Bowil,Arrondissement administratif Berne-Mittelland,Schule Hübeli,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.89299,7.69538
1,42,1,2012,2012/13,15.09.2012,605,Gemeinde Bowil,Bowil,246,Verwaltungskreis Bern-Mittelland,2681,Schule Hübeli,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",20,9,0,0,franz. Bezeichnungen:,Commune de Bowil,Bowil,Arrondissement administratif Berne-Mittelland,Schule Hübeli,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",46.89299,7.69538
4,31,4,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,10353,Bremgarten bei Bern,,-,,-,10000,Total Gemeinde,,-,409,193,35,48,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Total commune de Bremgarten bei Bern selon degré d'enseignement,-,-,Total de la commune,-,46.9764161,7.435044
3,32,3,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,10353,Bremgarten bei Bern,,-,180,Deutsch,10001,Vorschulstufe,,-,72,35,6,7,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Total commune de Bremgarten bei Bern selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.9764161,7.435044
3,32,3,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,10353,Bremgarten bei Bern,,-,180,Deutsch,10002,Primarstufe,,-,228,111,21,25,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Total commune de Bremgarten bei Bern selon degré d'enseignement,-,allemand,Degré primaire,-,46.9764161,7.435044
3,32,3,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,10353,Bremgarten bei Bern,,-,180,Deutsch,10003,Sekundarstufe I,,-,109,47,8,16,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Total commune de Bremgarten bei Bern selon degré d'enseignement,-,allemand,Degré secondaire I,-,46.9764161,7.435044
2,41,2,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,1098,Kindergarten Aeschenbrunnmatt,22,Öffentliche Schule,,-,10000,Total Schule,,-,19,8,2,3,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Kindergarten Aeschenbrunnmatt,École publique,-,Total école,-,46.97864099,7.441254469
1,42,1,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,1098,Kindergarten Aeschenbrunnmatt,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,19,8,2,3,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Kindergarten Aeschenbrunnmatt,École publique,allemand,Degré préscolaire,Degré préscolaire,46.97864099,7.441254469
2,41,2,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,2594,Kindergarten Freudenreich,22,Öffentliche Schule,,-,10000,Total Schule,,-,17,9,1,2,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Kindergarten Freudenreich,École publique,-,Total école,-,46.97484061,7.437384766
1,42,1,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,2594,Kindergarten Freudenreich,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,17,9,1,2,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Kindergarten Freudenreich,École publique,allemand,Degré préscolaire,Degré préscolaire,46.97484061,7.437384766
2,41,2,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,2595,Kindergarten Kalchackerhof I und II,22,Öffentliche Schule,,-,10000,Total Schule,,-,36,18,3,2,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Kindergarten Kalchackerhof I und II,École publique,-,Total école,-,46.97538737,7.43551509
1,42,1,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,2595,Kindergarten Kalchackerhof I und II,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,36,18,3,2,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Kindergarten Kalchackerhof I und II,École publique,allemand,Degré préscolaire,Degré préscolaire,46.97538737,7.43551509
2,41,2,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,246,Unterstufe Bremgarten (1.-4. Klassen),22,Öffentliche Schule,,-,10000,Total Schule,,-,146,72,14,18,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Unterstufe Bremgarten (1.-4. Klassen),École publique,-,Total école,-,46.9767577,7.438463915
1,42,1,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,246,Unterstufe Bremgarten (1.-4. Klassen),22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,146,72,14,18,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Unterstufe Bremgarten (1.-4. Klassen),École publique,allemand,Degré primaire,Classes régulières degré primaire,46.9767577,7.438463915
2,41,2,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,783,Oberstufe Bremgarten (5.-9. Klassen),22,Öffentliche Schule,,-,10000,Total Schule,,-,191,86,15,23,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Oberstufe Bremgarten (5.-9. Klassen),École publique,-,Total école,-,46.97803524,7.435732452
1,42,1,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,783,Oberstufe Bremgarten (5.-9. Klassen),22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,82,39,7,7,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Oberstufe Bremgarten (5.-9. Klassen),École publique,allemand,Degré primaire,Classes régulières degré primaire,46.97803524,7.435732452
1,42,1,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,783,Oberstufe Bremgarten (5.-9. Klassen),22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",24,12,3,9,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Oberstufe Bremgarten (5.-9. Klassen),École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",46.97803524,7.435732452
1,42,1,2012,2012/13,15.09.2012,353,Gemeinde Bremgarten bei Bern,Bremgarten bei Bern,246,Verwaltungskreis Bern-Mittelland,783,Oberstufe Bremgarten (5.-9. Klassen),22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20031,Sekundarklassen und spezielle Sekundarklassen,85,35,5,7,franz. Bezeichnungen:,Commune de Bremgarten bei Bern,Bremgarten bei Bern,Arrondissement administratif Berne-Mittelland,Oberstufe Bremgarten (5.-9. Klassen),École publique,allemand,Degré secondaire I,Classes secondaires (sections m et p),46.97803524,7.435732452
